EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeBand,JobSatisfactionLabel,WorkLifeBalanceLabel
115,32,No,Travel_Rarely,865,Sales,10,3,Life Sciences,4,Female,83,3,3,Sales Executive,2.0,Married,7389.0,8884,3,No,24,3,3,3,11,3,1,3.0,3,2,3,0,2-3 yrs,6K-10K,Medium,Bad
116,47,No,Travel_Rarely,713,Sales,3,3,Human Resources,2,Male,87,3,3,Sales Executive,4.0,Single,3943.0,26097,4,Yes,19,3,4,1,26,5,3,5.0,5,1,4,0,4-6 yrs,3K-6K,Very High,Better
117,34,Yes,Travel_Rarely,469,Research & Development,4,3,Medical,2,Female,82,1,5,Research Director,4.0,Divorced,12853.0,2787,4,No,12,4,4,0,13,5,2,6.0,5,3,4,1,4-6 yrs,10K-15K,Very High,Good
118,32,No,Travel_Rarely,857,Research & Development,5,1,Human Resources,2,Female,43,2,2,Manufacturing Director,2.0,Married,6503.0,4924,1,No,14,3,4,2,12,2,3,9.0,3,3,3,0,7-10 yrs,6K-10K,Medium,Better
119,38,No,Travel_Rarely,841,Sales,3,3,Technical Degree,1,Female,34,2,3,Sales Executive,3.0,Married,7319.0,8416,0,No,15,3,4,0,18,2,3,8.0,6,1,2,0,7-10 yrs,6K-10K,High,Better
120,48,No,Travel_Rarely,743,Research & Development,1,3,Other,4,Female,65,2,3,Laboratory Technician,4.0,Single,10164.0,2054,3,No,15,3,1,0,26,3,2,6.0,2,2,4,0,4-6 yrs,10K-15K,Very High,Good
121,27,No,Travel_Rarely,613,Research & Development,3,1,Other,1,Female,47,3,4,Manager,4.0,Single,10149.0,23474,3,Yes,17,3,3,1,3,2,4,3.0,3,0,3,0,2-3 yrs,10K-15K,Very High,Best
122,22,No,Non-Travel,1202,Research & Development,4,1,Life Sciences,3,Male,74,1,2,Laboratory Technician,2.0,Divorced,6354.0,6927,2,Yes,17,3,3,1,0,3,3,0.0,0,0,0,0,0-1 yrs,6K-10K,Medium,Better
123,38,No,Travel_Rarely,1426,Research & Development,20,1,Other,4,Male,47,3,2,Research Scientist,4.0,Single,5959.0,9058,4,Yes,11,3,4,0,18,6,3,8.0,4,5,2,0,7-10 yrs,3K-6K,Very High,Better
124,20,Yes,Travel_Rarely,152,Research & Development,6,4,Life Sciences,1,Female,53,2,3,Healthcare Representative,1.0,Single,8290.0,20224,0,No,13,4,1,2,0,2,4,0.0,0,0,0,1,0-1 yrs,6K-10K,Low,Best
125,36,Yes,Travel_Rarely,391,Research & Development,18,4,Life Sciences,2,Female,56,3,3,Research Scientist,1.0,Single,6779.0,17278,2,No,12,3,4,0,13,2,3,6.0,5,0,6,1,4-6 yrs,6K-10K,Low,Better
126,32,No,Travel_Rarely,1167,Research & Development,13,3,Marketing,1,Male,46,2,4,Research Director,3.0,Divorced,13114.0,26355,3,No,12,3,2,1,11,5,3,7.0,5,2,6,0,7-10 yrs,10K-15K,High,Better
127,32,Yes,Travel_Rarely,812,Sales,10,3,Life Sciences,1,Female,37,1,2,Sales Representative,2.0,Single,7334.0,20229,4,No,11,3,3,1,9,2,3,9.0,4,4,5,1,7-10 yrs,6K-10K,Medium,Better
128,42,No,Travel_Frequently,1302,Research & Development,29,3,Life Sciences,4,Male,32,3,3,Manager,1.0,Single,8165.0,11940,1,No,17,3,1,2,20,2,2,10.0,3,1,2,0,7-10 yrs,6K-10K,Low,Good
129,43,No,Travel_Rarely,1302,Research & Development,1,1,Life Sciences,4,Male,95,1,4,Research Scientist,1.0,Divorced,9701.0,10029,2,No,11,3,2,0,23,4,3,6.0,3,2,6,0,4-6 yrs,6K-10K,Low,Better
130,38,No,Travel_Rarely,1229,Research & Development,1,2,Technical Degree,3,Male,93,3,2,Research Scientist,3.0,Married,5078.0,5365,6,No,15,3,3,0,17,2,3,4.0,4,1,4,0,4-6 yrs,3K-6K,High,Better
131,30,No,Travel_Rarely,533,Research & Development,20,4,Life Sciences,3,Female,88,4,2,Research Director,1.0,Divorced,7747.0,3857,3,No,11,3,4,1,8,4,2,5.0,3,3,5,0,4-6 yrs,6K-10K,Low,Good
132,38,Yes,Travel_Rarely,666,Sales,3,3,Marketing,4,Female,90,3,4,Sales Representative,1.0,Divorced,11022.0,10787,4,No,14,3,3,0,15,2,2,2.0,2,0,2,1,2-3 yrs,10K-15K,Low,Good
133,45,No,Travel_Rarely,1210,Human Resources,8,2,Technical Degree,4,Male,94,3,5,Manager,3.0,Divorced,13985.0,14360,7,No,14,3,3,0,25,6,3,8.0,2,0,7,0,7-10 yrs,10K-15K,High,Better
134,34,No,Travel_Rarely,697,Sales,2,3,Marketing,3,Female,34,3,5,Manager,4.0,Married,11645.0,6107,5,No,16,3,2,0,11,4,4,9.0,6,2,7,0,7-10 yrs,10K-15K,Very High,Best
135,38,Yes,Travel_Rarely,1191,Research & Development,6,1,Life Sciences,3,Male,63,1,2,Healthcare Representative,4.0,Married,7505.0,21106,3,No,17,3,1,1,16,2,2,7.0,5,3,3,1,7-10 yrs,6K-10K,Very High,Good
136,43,Yes,Travel_Rarely,1111,Sales,2,2,Medical,1,Male,70,3,4,Sales Executive,2.0,Married,11513.0,21779,4,No,22,3,4,0,23,2,1,9.0,3,0,6,1,7-10 yrs,10K-15K,Medium,Bad
137,40,Yes,Travel_Rarely,1141,Sales,11,1,Life Sciences,2,Male,93,2,2,Sales Executive,3.0,Single,5308.0,23509,2,No,12,3,3,0,16,2,2,11.0,4,0,3,1,10+ yrs,3K-6K,High,Good
138,46,No,Travel_Rarely,495,Research & Development,2,3,Life Sciences,1,Male,42,2,3,Research Director,4.0,Single,5986.0,26541,1,No,11,4,3,3,22,6,2,5.0,3,2,5,0,4-6 yrs,3K-6K,Very High,Good
139,33,Yes,Travel_Rarely,700,Sales,2,1,Marketing,3,Female,34,2,4,Sales Representative,2.0,Divorced,9259.0,3579,5,No,17,3,3,0,11,3,3,6.0,2,1,6,1,4-6 yrs,6K-10K,Medium,Better
140,52,No,Travel_Rarely,205,Research & Development,14,4,Marketing,3,Male,59,3,2,Healthcare Representative,1.0,Single,7245.0,14716,5,No,13,4,2,1,28,6,3,3.0,3,1,2,0,2-3 yrs,6K-10K,Low,Better
141,50,No,Travel_Rarely,387,Research & Development,1,3,Technical Degree,2,Female,73,3,3,Manufacturing Director,1.0,Married,7389.0,20301,5,No,12,3,4,1,30,3,3,8.0,3,0,3,0,7-10 yrs,6K-10K,Low,Better
142,42,No,Travel_Frequently,746,Sales,9,4,Life Sciences,3,Female,78,2,3,Manager,3.0,Single,11023.0,16688,3,No,15,3,2,1,22,2,1,5.0,4,0,4,0,4-6 yrs,10K-15K,High,Bad
143,35,No,Non-Travel,1289,Research & Development,4,4,Life Sciences,4,Female,30,3,2,Research Scientist,4.0,Married,4146.0,12100,3,No,13,3,4,0,11,5,2,4.0,4,1,4,0,4-6 yrs,3K-6K,Very High,Good
144,20,No,Travel_Frequently,1314,Research & Development,14,3,Life Sciences,4,Male,49,3,1,Manager,3.0,Single,4592.0,4045,1,No,11,3,1,0,0,5,3,0.0,0,0,0,0,0-1 yrs,3K-6K,High,Better
145,45,No,Travel_Rarely,1431,Sales,3,2,Human Resources,2,Male,49,3,2,Sales Executive,4.0,Single,4657.0,6478,1,Yes,16,4,2,0,22,1,3,5.0,4,3,2,0,4-6 yrs,3K-6K,Very High,Better
146,42,No,Travel_Rarely,870,Research & Development,1,3,Life Sciences,4,Male,34,4,3,Research Director,4.0,Divorced,8306.0,7595,1,No,17,4,4,1,18,1,2,10.0,5,3,2,0,7-10 yrs,6K-10K,Very High,Good
147,20,Yes,Travel_Rarely,448,Research & Development,1,3,Other,3,Female,31,2,3,Research Scientist,3.0,Married,9262.0,4678,4,Yes,15,3,4,1,0,2,1,0.0,0,0,0,1,0-1 yrs,6K-10K,High,Bad
148,41,No,Travel_Frequently,1155,Research & Development,9,4,Marketing,1,Female,74,4,4,Laboratory Technician,4.0,Married,12666.0,24467,3,No,13,3,4,0,19,3,4,9.0,4,2,0,0,7-10 yrs,10K-15K,Very High,Best
149,22,Yes,Travel_Rarely,1467,Research & Development,8,5,Technical Degree,4,Male,37,2,2,Healthcare Representative,1.0,Divorced,3926.0,12276,0,Yes,11,3,3,3,0,3,4,0.0,0,0,0,1,0-1 yrs,3K-6K,Low,Best
150,37,No,Travel_Rarely,991,Research & Development,17,3,Other,4,Male,47,4,1,Laboratory Technician,2.0,Single,4057.0,25966,2,No,17,3,4,3,14,3,3,12.0,3,2,5,0,10+ yrs,3K-6K,Medium,Better
151,33,No,Travel_Rarely,409,Research & Development,8,4,Medical,4,Male,45,3,4,Laboratory Technician,4.0,Married,8983.0,3365,2,Yes,11,3,4,1,10,5,3,7.0,4,1,3,0,7-10 yrs,6K-10K,Very High,Better
152,31,No,Travel_Rarely,388,Sales,6,4,Life Sciences,1,Male,38,2,3,Manager,3.0,Married,9446.0,17232,3,No,13,3,1,0,11,2,2,7.0,5,0,7,0,7-10 yrs,6K-10K,High,Good
153,47,No,Travel_Frequently,453,Research & Development,7,1,Medical,3,Male,91,2,4,Healthcare Representative,3.0,Married,14662.0,15734,3,No,17,4,2,1,26,1,2,5.0,4,3,5,0,4-6 yrs,10K-15K,High,Good
154,60,Yes,Travel_Frequently,283,Research & Development,15,3,Medical,4,Male,89,2,3,Laboratory Technician,3.0,Divorced,6827.0,26711,2,Yes,22,3,4,1,40,3,3,8.0,6,3,2,1,7-10 yrs,6K-10K,High,Better
155,30,Yes,Travel_Frequently,1239,Sales,16,1,Life Sciences,3,Female,58,3,3,Manager,3.0,Married,10101.0,26437,3,No,18,3,4,2,7,4,3,7.0,2,3,7,1,7-10 yrs,10K-15K,High,Better
156,32,No,Travel_Rarely,887,Research & Development,1,3,Marketing,3,Female,64,3,3,Research Director,3.0,Married,7786.0,21294,2,No,16,4,4,0,8,3,3,8.0,3,1,3,0,7-10 yrs,6K-10K,High,Better
157,23,Yes,Travel_Rarely,1085,Research & Development,2,4,Medical,3,Male,98,3,3,Research Scientist,3.0,Single,11387.0,7197,1,No,20,3,3,1,0,2,3,0.0,0,0,0,1,0-1 yrs,10K-15K,High,Better
158,33,No,Non-Travel,1004,Sales,5,4,Life Sciences,3,Female,74,3,2,Manager,3.0,Married,5143.0,13892,4,No,16,4,4,0,11,3,2,9.0,1,3,5,0,7-10 yrs,3K-6K,High,Good
159,38,Yes,Travel_Rarely,751,Research & Development,17,3,Life Sciences,4,Male,81,3,3,Manufacturing Director,3.0,Married,7750.0,25084,1,No,20,3,4,1,17,3,3,5.0,1,4,4,1,4-6 yrs,6K-10K,High,Better
160,39,No,Travel_Rarely,1314,Sales,12,3,Life Sciences,3,Female,94,2,2,Manager,4.0,Single,8651.0,20726,3,Yes,12,4,4,0,15,4,3,14.0,1,2,1,0,10+ yrs,6K-10K,Very High,Better
161,30,No,Travel_Rarely,1057,Sales,5,4,Medical,3,Male,95,3,2,Manager,2.0,Married,6158.0,10168,2,No,19,3,4,0,7,3,3,6.0,4,2,3,0,4-6 yrs,6K-10K,Medium,Better
162,30,No,Travel_Frequently,721,Sales,11,4,Technical Degree,2,Female,30,3,3,Sales Representative,4.0,Married,10810.0,18547,1,No,16,4,2,0,9,1,3,4.0,3,2,3,0,4-6 yrs,10K-15K,Very High,Better
163,35,No,Travel_Rarely,925,Research & Development,4,3,Human Resources,3,Male,35,3,1,Research Scientist,4.0,Married,5054.0,3334,2,No,11,3,4,0,12,2,3,3.0,3,1,3,0,2-3 yrs,3K-6K,Very High,Better
164,46,Yes,Travel_Frequently,1290,Sales,1,2,Life Sciences,3,Male,77,4,2,Sales Executive,4.0,Single,5432.0,24874,3,Yes,11,3,3,0,22,4,2,8.0,3,3,3,1,7-10 yrs,3K-6K,Very High,Good
165,29,No,Travel_Rarely,1174,Research & Development,5,2,Life Sciences,2,Male,99,2,3,Manager,4.0,Married,11023.0,17624,2,Yes,15,4,4,2,6,1,4,6.0,3,0,5,0,4-6 yrs,10K-15K,Very High,Best
166,44,Yes,Travel_Rarely,391,Research & Development,1,3,Life Sciences,3,Female,49,2,2,Research Scientist,2.0,Single,6529.0,4113,2,No,12,3,1,1,21,4,3,3.0,3,2,3,1,2-3 yrs,6K-10K,Medium,Better
167,32,No,Travel_Rarely,341,Research & Development,3,3,Life Sciences,4,Male,62,2,4,Healthcare Representative,2.0,Single,14923.0,25725,7,No,11,4,2,0,9,5,3,1.0,1,1,1,0,0-1 yrs,10K-15K,Medium,Better
168,53,No,Travel_Rarely,363,Research & Development,1,2,Life Sciences,2,Male,87,3,5,Healthcare Representative,4.0,Single,15384.0,15641,4,No,15,4,2,0,30,2,2,8.0,6,1,5,0,7-10 yrs,15K+,Very High,Good
169,39,No,Travel_Rarely,769,Sales,1,3,Life Sciences,4,Female,81,2,2,Manager,4.0,Divorced,8317.0,20627,0,No,16,3,4,1,16,2,2,7.0,7,2,6,0,7-10 yrs,6K-10K,Very High,Good
170,41,Yes,Travel_Rarely,199,Human Resources,28,3,Life Sciences,2,Female,70,3,3,Human Resources,4.0,Single,8329.0,19176,7,No,17,3,1,0,19,6,4,4.0,1,2,4,1,4-6 yrs,6K-10K,Very High,Best
171,28,No,Travel_Rarely,1338,Sales,6,3,Life Sciences,3,Female,40,3,1,Sales Representative,1.0,Married,4283.0,20894,3,No,14,4,2,1,8,0,1,8.0,5,2,4,0,7-10 yrs,3K-6K,Low,Bad
172,38,No,Travel_Rarely,894,Research & Development,1,3,Medical,4,Male,93,3,2,Laboratory Technician,2.0,Single,3179.0,3442,0,No,16,3,4,1,15,2,1,7.0,7,1,3,0,7-10 yrs,3K-6K,Medium,Bad
173,30,Yes,Travel_Rarely,393,Research & Development,4,3,Medical,1,Female,84,3,4,Research Scientist,4.0,Married,12261.0,23446,6,No,11,3,3,1,9,4,3,6.0,6,3,5,1,4-6 yrs,10K-15K,Very High,Better
174,38,Yes,Travel_Frequently,1182,Research & Development,12,4,Marketing,4,Female,71,2,5,Manager,1.0,Married,15193.0,9962,5,Yes,11,4,2,1,18,2,3,5.0,3,2,5,1,4-6 yrs,15K+,Low,Better
175,38,No,Travel_Rarely,127,Research & Development,7,2,Life Sciences,3,Male,70,2,1,Research Director,4.0,Married,3405.0,6026,1,Yes,18,3,3,0,16,5,4,6.0,5,4,2,0,4-6 yrs,3K-6K,Very High,Best
176,39,No,Travel_Frequently,1492,Research & Development,12,1,Marketing,2,Female,65,3,4,Research Director,3.0,Single,11587.0,15762,1,No,19,4,4,3,19,1,3,8.0,2,2,4,0,7-10 yrs,10K-15K,High,Better
177,21,Yes,Travel_Rarely,455,Research & Development,1,3,Life Sciences,3,Male,78,4,4,Research Director,2.0,Married,12540.0,17718,3,Yes,15,3,4,1,0,2,3,0.0,0,0,0,1,0-1 yrs,10K-15K,Medium,Better
178,38,Yes,Travel_Rarely,1026,Research & Development,4,3,Marketing,4,Male,68,4,3,Research Director,4.0,Married,11690.0,17090,2,Yes,11,4,3,1,15,0,3,4.0,4,3,1,1,4-6 yrs,10K-15K,Very High,Better
179,37,No,Travel_Rarely,731,Research & Development,10,3,Other,3,Female,96,3,2,Laboratory Technician,3.0,Single,8585.0,21403,1,No,17,3,3,1,14,4,3,6.0,1,0,5,0,4-6 yrs,6K-10K,High,Better
180,41,Yes,Travel_Rarely,988,Sales,8,3,Technical Degree,4,Female,77,2,2,Manager,1.0,Single,4907.0,2938,3,No,19,3,4,0,20,3,2,5.0,5,3,3,1,4-6 yrs,3K-6K,Low,Good
181,28,No,Travel_Rarely,911,Sales,5,2,Life Sciences,3,Female,38,3,2,Sales Representative,1.0,Single,8819.0,7866,6,Yes,12,3,3,1,5,4,2,5.0,5,2,5,0,4-6 yrs,6K-10K,Low,Good
182,33,No,Travel_Frequently,1210,Research & Development,12,3,Life Sciences,3,Female,50,3,2,Manufacturing Director,4.0,Married,8019.0,6916,1,No,16,3,3,1,12,6,1,5.0,4,4,5,0,4-6 yrs,6K-10K,Very High,Bad
183,36,Yes,Travel_Frequently,317,Research & Development,10,1,Life Sciences,4,Male,68,3,2,Laboratory Technician,1.0,Married,4261.0,17658,4,No,17,3,3,1,14,2,2,6.0,2,3,6,1,4-6 yrs,3K-6K,Low,Good
184,29,Yes,Non-Travel,479,Sales,9,3,Other,1,Female,92,2,4,Sales Executive,2.0,Divorced,11649.0,18230,3,No,17,3,3,1,6,0,3,6.0,2,2,4,1,4-6 yrs,10K-15K,Medium,Better
185,41,No,Travel_Rarely,590,Sales,1,2,Life Sciences,4,Male,58,3,5,Sales Representative,4.0,Single,11569.0,10278,2,No,13,3,3,3,20,1,2,7.0,5,1,2,0,7-10 yrs,10K-15K,Very High,Good
186,31,No,Travel_Rarely,173,Research & Development,3,2,Life Sciences,3,Female,71,3,1,Manufacturing Director,1.0,Single,4416.0,11574,6,Yes,18,3,4,0,11,2,4,11.0,6,3,3,0,10+ yrs,3K-6K,Low,Best
187,52,No,Travel_Frequently,531,Research & Development,12,2,Life Sciences,1,Male,46,3,3,Healthcare Representative,4.0,Married,6834.0,4638,4,No,11,3,3,0,32,2,2,5.0,4,1,5,0,4-6 yrs,6K-10K,Very High,Good
188,39,No,Travel_Rarely,1033,Research & Development,16,3,Medical,2,Female,58,2,1,Manager,2.0,Single,4182.0,11612,1,Yes,19,4,3,1,19,4,3,8.0,4,1,6,0,7-10 yrs,3K-6K,Medium,Better
189,45,No,Travel_Frequently,194,Human Resources,8,3,Life Sciences,4,Female,56,3,1,Manager,4.0,Married,4758.0,24553,5,No,17,3,3,1,25,2,3,4.0,3,3,4,0,4-6 yrs,3K-6K,Very High,Better
190,47,No,Travel_Rarely,1372,Research & Development,14,2,Marketing,4,Male,35,4,1,Healthcare Representative,4.0,Married,4167.0,4620,3,No,14,3,2,1,23,5,3,5.0,4,1,4,0,4-6 yrs,3K-6K,Very High,Better
191,28,No,Travel_Frequently,590,Human Resources,1,2,Life Sciences,3,Female,90,2,5,Manager,3.0,Divorced,11029.0,15079,1,No,17,4,4,2,8,5,3,6.0,3,1,6,0,4-6 yrs,10K-15K,High,Better
192,45,No,Travel_Rarely,522,Research & Development,20,4,Other,3,Male,82,2,5,Research Scientist,3.0,Divorced,14167.0,17309,0,Yes,15,3,2,1,22,3,1,12.0,10,2,4,0,10+ yrs,10K-15K,High,Bad
193,35,Yes,Travel_Rarely,855,Research & Development,2,3,Life Sciences,1,Female,63,3,2,Manufacturing Director,4.0,Married,6453.0,21649,2,No,16,3,4,0,14,5,3,6.0,4,2,4,1,4-6 yrs,6K-10K,Very High,Better
194,43,No,Travel_Rarely,1028,Sales,9,4,Technical Degree,1,Female,35,3,1,Sales Executive,1.0,Divorced,1009.0,5090,2,No,16,3,4,2,19,2,4,5.0,1,3,2,0,4-6 yrs,Below 3K,Low,Best
195,40,No,Travel_Rarely,1224,Sales,5,2,Medical,1,Female,30,3,1,Sales Executive,2.0,Married,4345.0,19689,2,No,18,3,1,0,17,3,2,6.0,2,2,1,0,4-6 yrs,3K-6K,Medium,Good
196,44,No,Travel_Rarely,852,Research & Development,8,2,Marketing,4,Male,34,3,4,Manager,3.0,Married,8700.0,3275,3,Yes,16,3,4,0,24,3,2,7.0,6,3,3,0,7-10 yrs,6K-10K,High,Good
197,22,Yes,Travel_Rarely,1476,Research & Development,16,4,Life Sciences,4,Male,75,3,4,Research Scientist,3.0,Married,9644.0,18684,2,No,13,3,1,0,1,1,1,6.0,0,1,1,1,4-6 yrs,6K-10K,High,Bad
198,29,No,Non-Travel,378,Research & Development,5,2,Technical Degree,2,Female,85,3,1,Research Scientist,4.0,Single,5953.0,6919,5,No,20,4,3,0,9,2,3,6.0,1,3,6,0,4-6 yrs,3K-6K,Very High,Better
199,43,No,Travel_Rarely,1414,Research & Development,2,2,Life Sciences,1,Female,60,3,3,Laboratory Technician,2.0,Single,6383.0,19282,6,Yes,13,3,1,0,21,2,3,5.0,3,0,1,0,4-6 yrs,6K-10K,Medium,Better
200,35,No,Travel_Rarely,1211,Research & Development,8,2,Medical,3,Male,58,3,2,Manufacturing Director,3.0,Married,4594.0,25654,2,No,24,3,1,0,15,4,3,8.0,1,2,4,0,7-10 yrs,3K-6K,High,Better
201,43,No,Travel_Frequently,267,Research & Development,7,5,Marketing,1,Female,95,2,2,Research Scientist,2.0,Married,7250.0,9793,2,No,15,3,2,1,20,0,2,5.0,4,3,3,0,4-6 yrs,6K-10K,Medium,Good
202,37,No,Travel_Rarely,1152,Research & Development,5,3,Medical,4,Female,71,2,2,Manufacturing Director,4.0,Single,6357.0,15419,3,No,12,3,3,0,17,1,3,9.0,6,2,6,0,7-10 yrs,6K-10K,Very High,Better
203,46,Yes,Travel_Rarely,858,Research & Development,3,2,Marketing,4,Female,65,1,5,Manufacturing Director,4.0,Married,8668.5,15535,1,No,17,3,3,2,25,2,3,7.0,7,2,5,1,7-10 yrs,6K-10K,Very High,Better
204,51,Yes,Travel_Rarely,227,Sales,8,4,Technical Degree,4,Female,56,3,3,Manager,1.0,Married,12436.0,25622,4,No,21,3,4,1,27,3,3,4.0,4,2,4,1,4-6 yrs,10K-15K,Low,Better
205,60,Yes,Non-Travel,657,Research & Development,9,2,Medical,3,Male,54,4,3,Manufacturing Director,3.0,Married,9076.0,2124,4,No,13,3,2,1,36,2,2,9.0,2,5,5,1,7-10 yrs,6K-10K,High,Good
206,28,No,Travel_Rarely,1305,Research & Development,19,4,Life Sciences,2,Female,41,3,4,Research Scientist,4.0,Single,11066.0,15577,6,No,11,3,1,0,7,2,4,2.0,2,2,2,0,2-3 yrs,10K-15K,Very High,Best
207,33,Yes,Travel_Rarely,1455,Sales,1,3,Technical Degree,4,Female,91,3,3,Sales Representative,3.0,Married,9935.0,13024,4,Yes,14,3,4,2,12,3,3,8.0,6,2,4,1,7-10 yrs,6K-10K,High,Better
208,35,No,Travel_Rarely,1133,Research & Development,3,4,Other,4,Female,65,4,4,Manufacturing Director,4.0,Married,13914.0,5019,1,No,15,3,1,1,12,1,2,4.0,3,0,4,0,4-6 yrs,10K-15K,Very High,Good
209,30,Yes,Travel_Frequently,644,Research & Development,1,1,Medical,2,Female,38,1,2,Manufacturing Director,3.0,Married,4871.0,26671,6,Yes,19,3,1,1,8,2,2,8.0,3,3,8,1,7-10 yrs,3K-6K,High,Good
210,48,Yes,Non-Travel,1049,Research & Development,10,5,Technical Degree,3,Female,34,2,1,Research Scientist,2.0,Single,1009.0,16153,2,No,18,3,3,0,24,5,2,9.0,6,3,1,1,7-10 yrs,Below 3K,Medium,Good
211,43,No,Travel_Rarely,259,Research & Development,18,4,Life Sciences,4,Female,50,3,5,Healthcare Representative,4.0,Divorced,11154.0,10833,5,Yes,20,3,3,1,20,4,3,6.0,5,0,3,0,4-6 yrs,10K-15K,Very High,Better
212,38,Yes,Travel_Rarely,1087,Sales,2,1,Medical,3,Male,94,3,2,Sales Executive,4.0,Married,7499.0,13642,3,Yes,11,3,4,0,18,5,3,9.0,6,3,4,1,7-10 yrs,6K-10K,Very High,Better
213,51,No,Travel_Rarely,1297,Research & Development,1,3,Technical Degree,3,Female,59,3,5,Research Director,4.0,Married,14688.0,11649,1,No,17,3,2,0,31,4,3,5.0,2,1,5,0,4-6 yrs,10K-15K,Very High,Better
214,33,No,Travel_Rarely,406,Research & Development,4,2,Life Sciences,3,Female,30,3,3,Manufacturing Director,3.0,Divorced,10575.0,19578,4,No,11,3,3,1,12,2,3,5.0,2,0,2,0,4-6 yrs,10K-15K,High,Better
215,47,No,Travel_Frequently,262,Sales,7,2,Medical,1,Female,50,3,1,Manager,2.0,Married,1719.0,5858,1,No,21,3,2,0,26,2,2,8.0,4,4,4,0,7-10 yrs,Below 3K,Medium,Good
216,40,No,Travel_Rarely,1112,Research & Development,14,4,Life Sciences,3,Male,46,3,4,Healthcare Representative,4.0,Married,8267.0,8902,2,No,12,3,2,1,19,6,2,3.0,3,2,3,0,2-3 yrs,6K-10K,Very High,Good
217,55,No,Travel_Frequently,547,Research & Development,4,3,Marketing,4,Female,98,4,1,Research Director,3.0,Married,3452.0,23377,3,Yes,11,3,3,3,32,1,3,9.0,9,2,2,0,7-10 yrs,3K-6K,High,Better
218,34,No,Travel_Rarely,352,Research & Development,15,3,Marketing,4,Female,42,2,1,Healthcare Representative,2.0,Single,5018.0,3041,1,No,12,3,4,1,14,1,3,14.0,1,3,8,0,10+ yrs,3K-6K,Medium,Better
219,41,No,Travel_Rarely,220,Sales,1,3,Life Sciences,4,Male,99,2,5,Sales Representative,1.0,Divorced,13264.0,18816,5,No,20,3,4,3,19,3,3,7.0,4,6,5,0,7-10 yrs,10K-15K,Low,Better
220,38,No,Travel_Rarely,1083,Research & Development,4,2,Technical Degree,4,Female,71,2,3,Manager,4.0,Married,9682.0,3551,7,No,11,4,3,0,17,2,4,5.0,5,2,4,0,4-6 yrs,6K-10K,Very High,Best
221,58,No,Travel_Frequently,224,Research & Development,5,2,Life Sciences,3,Female,62,3,2,Research Scientist,3.0,Married,4823.0,5288,3,No,12,4,2,1,37,2,2,9.0,1,0,3,0,7-10 yrs,3K-6K,High,Good
222,38,Yes,Travel_Frequently,303,Sales,7,4,Technical Degree,2,Male,74,2,4,Sales Executive,1.0,Married,10674.0,15624,2,No,11,3,4,0,14,4,3,4.0,3,3,4,1,4-6 yrs,10K-15K,Low,Better
223,35,No,Travel_Rarely,672,Research & Development,8,2,Life Sciences,1,Female,36,3,2,Research Director,4.0,Single,4242.0,23686,2,No,11,3,4,1,13,5,1,3.0,2,1,3,0,2-3 yrs,3K-6K,Very High,Bad
224,42,Yes,Travel_Rarely,613,Research & Development,5,2,Marketing,4,Male,99,2,3,Manager,4.0,Divorced,10405.0,6642,3,No,11,3,3,0,18,3,3,8.0,3,3,6,1,7-10 yrs,10K-15K,Very High,Better
225,29,No,Travel_Rarely,391,Research & Development,6,3,Life Sciences,1,Female,69,3,2,Manager,3.0,Divorced,4398.0,5022,6,No,12,3,4,1,7,2,3,7.0,4,3,3,0,7-10 yrs,3K-6K,High,Better
226,35,No,Travel_Rarely,223,Sales,1,4,Life Sciences,1,Female,34,2,5,Sales Executive,3.0,Married,13277.0,3381,6,No,14,3,4,0,15,1,4,8.0,1,2,4,0,7-10 yrs,10K-15K,High,Best
227,44,Yes,Travel_Rarely,488,Sales,3,2,Life Sciences,1,Male,85,3,3,Manager,4.0,Married,8662.0,8205,2,No,11,3,2,0,21,3,2,8.0,2,2,3,1,7-10 yrs,6K-10K,Very High,Good
228,31,No,Travel_Rarely,695,Research & Development,5,2,Marketing,1,Male,97,2,5,Research Scientist,3.0,Married,12905.0,25251,4,No,21,4,1,1,8,3,3,5.0,5,1,4,0,4-6 yrs,10K-15K,High,Better
229,28,No,Travel_Rarely,1499,Research & Development,7,3,Life Sciences,3,Male,83,3,4,Healthcare Representative,3.0,Married,11260.0,13017,2,Yes,18,4,4,2,4,3,3,4.0,1,3,4,0,4-6 yrs,10K-15K,High,Better
230,29,No,Non-Travel,160,Research & Development,3,3,Medical,2,Male,35,3,2,Manufacturing Director,3.0,Married,7305.0,17131,6,Yes,14,3,4,1,8,2,3,8.0,1,1,2,0,7-10 yrs,6K-10K,High,Better
